,Estimated.Data.Flag...Natural.Gas,Borough,Estimated.Data.Flag...Electricity..Grid.Purchase.,Property.Type,Multifamily.Housing.Government.Subsidized.Housing,Metered.Areas.Energy,Occupancy100,number.of.energy.meters.cat,Multifamily.Housing.Resident.Population.Type,ENERGY.STAR.Score,Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..,Year.Built,Latitude,Multifamily.Housing.Percent.That.Can.Be.Cooled,Property.GFA.Calculated.Buildings.and.Parking.ft,Electricity.Use...Grid.Purchase.and.Generated.from.Onsite.Renewable.Systems..kBtu.,Longitude,Site.EUI.kBtu.ft,Multifamily.Housing.Percent.That.Can.Be.Heated,Multifamily.Housing.Gross.Floor.Area.ft,Percent.of.Electricity.Green.Power
14634,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,67,0.8,1926,40.844027,100,65056,1201930.6,-73.91277,92.2,100,65056,0
14635,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,83,0.7,1926,40.842804,100,52220,723367.4,-73.914683,77.6,100,52220,0.00E+00
14636,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,51,0.9,1928,40.843166,100,66260,1177141.2,-73.914423,96.6,100,66260,0.00E+00
14637,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,81,0.7,2006,40.671335,90,97485,1078488.8,-73.960977,76.6,100,97485,0
14639,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,79,0.5,2016,40.826203,100,127440,2298891.3,-73.916977,66.5,100,127440,0
14640,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,21,1,1926,40.663125,0,35080,438077.3,-73.922367,106.3,90,35080,0
14641,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,58,0.9,1920,40.71414,90,43230,664845.9,-73.948644,96.8,100,43230,0
14642,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,5,0.8,1926,40.659786,10,35000,865077.8,-73.921528,105.4,90,35000,0
14643,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,46,0.9,2000,40.702358,90,49484,1062308.5,-73.946049,101.1,100,49484,0
14644,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,62,0.8,1959,40.658779,0,44100,735027,-73.939586,91.4,90,44100,0
14645,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,99,0.2,1915,40.801387,100,47534,454279.8,-73.95385,63.2,100,47534,0
14646,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,45,0.7,1926,40.655172,0,42625,455153.6,-73.920636,80.9,90,42625,0
14647,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,28,0,1947,40.827091,0,42528,534205.6,-73.947964,111.5,100,42528,0
14648,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,10,1.1,1927,40.665092,100,26900,410061.7,-73.925926,115.2,100,26900,0
14650,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,37,0.8,1916,40.667342,0,36372,454653.8,-73.937415,84.7,90,36372,0
14651,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,38,0.6,1928,40.649945,0,32800,515445,-73.93297,69.7,90,32800,0
14652,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,4,1.4,1975,40.662765,100,299000,6096370.5,-73.907449,156.8,100,240000,0
14653,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,37,0.9,1926,40.83758,90,68000,1152947.9,-73.916978,103.1,100,68000,0
14655,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,69,0.5,1930,40.664815,100,35200,426883.8,-73.921205,61.7,100,35200,0
14656,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,53,0.7,1910,40.676634,100,37600,594530.1,-73.910887,82.2,100,37600,0
14657,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,70,0.8,1924,40.84009,100,60401,935539,-73.915551,90.1,100,60401,0
14658,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,53,1,1927,40.842703,100,81640,1549813.7,-73.914777,107,100,81640,0.00E+00
14659,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,22,0.8,1974,40.782097,100,759187,17735129,-73.948682,93.7,100,693547,0
14660,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,93,0,1912,40.824694,100,43100,495291,-73.952255,75.9,100,43100,0
14661,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,False,5,No specific resident population,100,0,2020,40.652593,100,83416,206029.2,-73.95924,3.1,100,74570,0.00E+00
14664,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,93,0.5,1940,40.762124,100,37480,625309.1,-73.991564,59.4,100,37480,0
14665,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,28,1,1963,40.641631,90,133326,2666477.3,-73.898398,109.4,100,133326,0
14666,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,68,1,1930,40.577946,20,36000,438935.4,-73.954901,106.1,100,36000,0
14667,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,54,0,1962,40.736331,100,213684,4139813.7,-73.986667,90.4,100,210184,0
14668,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,59,0,1963,40.746532,100,180000,3586595.5,-73.976036,90.3,100,167200,0
14669,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,52,0.2,2009,40.743803,100,179756,5754303.9,-73.97564,53.9,100,165828,0
14674,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,11,1,1923,40.854065,0,42045,821361.5,-73.929479,107.3,100,42045,0
14676,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,50,0.9,1936,40.648738,100,46680,548586.5,-73.962951,90.6,100,46680,0
14678,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,67,0.8,1934,40.579303,90,45000,421732.4,-73.957056,83.6,100,45000,0
14679,Yes,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,48,1,1962,40.745969,100,44218,824497.2,-73.890324,109.1,100,44218,0
14680,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,42,0.9,1929,40.857462,90,46000,663972.1,-73.905634,100.3,100,46000,0
14685,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,13,0.9,1941,40.736464,90,104225,2336915,-73.998845,112.3,100,104225,0
14697,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,11,1.1,1914,40.841918,90,26150,774762.8,-73.937305,135.1,100,26150,0
14699,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,87,0.1,2016,40.635617,20,26115,830137.6,-73.960443,37.8,100,21674,0
14702,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,98,0.6,1962,40.73805,90,26700,387381.1,-74.000599,65.5,100,26700,0
14703,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,31,1,1924,40.783293,90,45976,1030964.5,-73.980808,114.1,100,39726,0
14704,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,48,1,1927,40.863587,90,31751,420822.4,-73.868413,108.5,100,31751,0
14705,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,95,0.7,1946,40.843715,90,44574,501849.9,-73.94142,72.8,100,44574,0
14706,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,88,0.3,1900,40.785425,90,41137,857174.2,-73.979612,49.9,100,41137,0
14707,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,99,0.5,1920,40.844231,90,48298,470374.9,-73.940997,58.3,100,48298,0
14712,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,5,1.9,1910,40.827433,90,29425,436572.9,-73.944954,185.8,100,29425,0
14713,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1921,40.822979,90,47822,506179.8,-73.946352,13.4,100,47822,0
14718,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,66,0.7,1920,40.683482,90,35700,714598,-73.978031,83.8,100,35700,0
14721,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,79,0,1920,40.831085,90,41526,575937.4,-73.947813,85.3,100,41526,0
14722,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,15,1.6,1930,40.82316,90,47586,590977.5,-73.946222,158.3,100,47586,0
14724,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,69,0.7,1940,40.620045,100,71000,667708.3,-73.969677,79.4,100,71000,0
14725,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,58,0.7,1963,40.813661,100,158000,2894621,-73.941194,82.3,100,158000,0
14726,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,74,0.7,1959,40.727793,90,43346,719319.9,-74.004604,82.2,100,43346,0
14727,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,76,0.7,1925,40.867968,90,45962,708005.4,-73.923733,76.4,100,45962,0
14728,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.3,1924,40.84698,90,45760,566196.8,-73.938551,43.7,100,45760,0
14729,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,72,0,1922,40.845557,90,40720,562892.7,-73.940989,85.3,100,40720,0
14730,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,7,0.4,1945,40.769485,90,31541,1105610.5,-73.988303,130.7,100,26541,0
14731,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,70,0,1935,40.784239,90,31620,432227.4,-73.951132,90.8,100,31620,0
14733,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,1,0,1910,40.82463,90,29520,360247.1,-73.95017,197.4,100,29520,0
14738,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,67,0.6,1929,40.617461,90,53768,468501,-73.957028,69.5,90,53768,0
14742,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,62,0,1940,40.734193,90,43395,933244.1,-73.992549,72.4,100,39395,0
14743,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,82,0,1932,40.771479,90,25758,366609.2,-73.958691,84.6,100,25758,0
14744,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,88,0,1920,40.676173,100,32112,276176.6,-73.959615,55.1,100,32112,0.00E+00
14746,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,69,0.5,2000,40.717375,0,332500,6322149.4,-74.016035,68.3,100,332500,0
14750,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,36,0.7,2014,40.71598,80,50170,927934.7,-73.950479,83.5,100,50170,0
14753,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,92,0.6,1951,40.747681,90,395000,4379731.9,-73.913026,69.3,100,395000,0
14755,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,31,1,1928,40.621227,90,114816,1756839.8,-73.993635,105.7,100,114816,0
14756,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,33,0,1980,40.760933,100,787420,14556393.8,-73.957748,78.5,100,787420,0
14757,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,15,0,1969,40.704932,90,485062,19113993.3,-74.007488,75.9,100,465934,0
14763,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,55,0.7,1932,40.770148,0,621304,11369906.5,-73.9804,81.4,100,598316,0
14764,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,97,0.5,1926,40.692863,100,93500,1122539.1,-73.993267,54.3,100,90625,0
14765,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,61,0.9,1954,40.61417,100,121465,1575600.5,-74.035035,90.2,100,121465,0
14766,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,83,0.6,1928,40.794317,90,99494,1343702.9,-73.973881,63.3,100,99494,0
14769,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,97,0.4,1922,40.693275,90,30480,395728.9,-73.995723,48.5,100,30480,0
14770,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,76,0.4,1931,40.625458,100,61212,1120751.2,-73.980154,57.3,100,61212,0
14771,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,74,0.7,1926,40.601401,100,34000,272078.1,-73.99565,70.6,100,34000,0.00E+00
14772,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,12,0.6,2012,40.812188,100,21089,1000826.3,-73.949988,100.7,100,21089,0
14773,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,39,0.9,1972,40.811509,90,38680,828409.7,-73.940603,106.1,100,38680,0
14776,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,52,0.4,1989,40.721937,100,169482,4173131.9,-73.985321,60.2,100,166624,0
14777,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,48,0,2013,40.772463,100,759237,22165655.4,-73.989844,57.8,100,630089,0
14780,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,48,0.7,1962,40.647744,90,62060,1111383.3,-73.962742,84.3,100,62060,0
14785,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,58,0.8,1962,40.585466,100,195962,2596495.5,-73.966438,89.5,100,195962,0
14789,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,40,1.1,1927,40.744066,90,31321,399989.8,-73.889934,119.6,100,31321,0
14790,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,6,0.7,1932,40.740248,90,30468,618407.6,-73.920242,125.2,100,28468,0
14791,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,53,0.9,1927,40.745345,90,31860,424700.9,-73.889917,100,100,31860,0
14793,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,57,0.1,1929,40.786982,100,116003,1670751.3,-73.953604,77.7,100,116003,0
14794,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,60,0,2008,40.744431,0,179972,6157257.7,-73.984753,36.3,100,171981,0
14796,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,94,0,1922,40.804306,0,103677,1572864.1,-73.967087,49.1,100,103677,0
14801,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,97,0.5,2018,40.837938,100,105600,1636824.4,-73.886812,67.4,100,82100,0
14808,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,Dedicated Senior/Independent Living,30,0.8,1993,40.670578,100,64800,1598672.1,-73.895812,96.2,100,64800,0
14810,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,81,0.7,1958,40.710217,90,58840,822741.7,-73.798415,75.8,100,58840,0
14813,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,9,1.4,1923,40.856339,100,28745,417643.1,-73.901594,151.8,100,28745,0
14816,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,15,No specific resident population,78,0.4,1965,40.772832,90,132445,2425190.9,-73.957914,60,100,132445,0
14818,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,76,0.7,1910,40.827126,90,94741,1491555.1,-73.940062,83.8,100,94741,0
14820,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0,1958,40.746966,90,142700,1896789.5,-73.897847,17.8,100,139100,0
14827,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,38,1,1926,40.827498,90,60275,2308132.7,-73.905268,135,100,51775,0
14828,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,17,0.2,1989,40.746742,100,915505,22934426.8,-73.972741,105.1,100,810221,0
14829,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,True,20,No specific resident population,55,0.9,1931,40.748809,90,517469,5239914.2,-73.912671,94.4,100,467469,0
14831,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,85,0.5,1901,40.798801,90,36637,568558.6,-73.953762,62.7,100,36637,0
14832,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,66,0,1941,40.8592,90,43737,447192.1,-73.928927,85,100,43737,0
14833,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,90,0.6,1900,40.78625,90,25090,356187.9,-73.9737,70.1,100,25090,0
14834,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,91,0.5,1945,40.798765,90,37572,494548.9,-73.967757,62.6,100,37572,0
14835,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,46,0,1940,40.870767,90,47180,532294.5,-73.918158,99.2,100,47180,0
14837,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,57,0,1915,40.803921,90,26424,292886,-73.964053,111,100,26424,0.00E+00
14839,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,21,0,1926,40.790401,90,28764,518989.4,-73.967639,130.3,100,28764,0
14842,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,35,0.9,1922,40.645507,90,29568,426675,-73.955082,101.4,100,29568,0
14843,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,7,1.6,1922,40.856423,90,29950,430067.2,-73.931168,162.5,100,29950,0
14844,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,49,0.7,1924,40.648893,90,39688,627855.4,-73.968713,81.5,100,39688,0
